record_uid,record_id,source_split,parquet_file,shard_row_index,audio_path,audio_available,duration_seconds,source_label,speaker_id,recording_group_id,group_id,group_source,group_confidence,text_bahnar,text_vi,text_en,pair_key,split,label_type,processed_duration_seconds
38517a55f31e75a3be9adb6fe93dcc79339445f1,06tiu6AKtWg_3,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0011.parquet,2008,06tiu6AKtWg_3.flac,True,6.210000038146973,yt_55,yt_55,06tiu6aktwg,recording:06tiu6aktwg,record_id_prefix,medium,lươm đang trô lui đê tăng băt yit apô bơngai ji tơpŏk miêng măng lươm tăm pơgăng lui ưh kơ nghê apinh tŏk kơ băl,Hôm nay đã có khoảng 20.000 bệnh nhân đang điều trị tại Bệnh viện K không phải xin giấy chuyển tuyến.,"Today, there are about 20,000 patients currently being treated at K Hospital who do not have to ask for a referral paper.",c522cb14d7a9cd93c97f6d6d0f5687badb3de12e,train,pseudo_label,6.208
16a8bb6b902b425d46ed22310b037d57551dd82e,0mdripJ5dXc_0,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0024.parquet,1666,0mdripJ5dXc_0.flac,True,27.229999542236328,yt_53,yt_53,0mdripj5dxc,recording:0mdripj5dxc,record_id_prefix,medium,ơ kon pơli păng đơ̆ng bôl ơ tŏk kơ jung lươm pơm jang khul bơđôi kon pơli hơdoi păng pơm jang rơi tơ buh pơ tho nơ̆r pơ kắp krao hơwân kon pơli chư jom nơ̆r pơ kắp bơđơi tơdring khul bơđôi vê lăng adra sơlam chơi jơlai lui đi tơ bŏk akŏm păng tơ guăt yua kướp uy chinh kuyên tơdring rơi tơ buh păng krao hơwân lươm pơli hơdoi pơm jang vê lăng bơ̆t tơdring tơ góp vê lăng sơ đơ̆ng tơdrom chính trị chớp lươm sơ hội bơđơi tơdring adra sơlam,"Thưa quý vị và bà con! Phát huy vai trò của lực lượng Quân đội Nhân dân trong tham gia công tác phổ biến, giáo dục pháp luật; vận động Nhân dân chấp hành pháp luật ở cơ sở. Lực lượng Bộ đội Biên phòng Gia Lai đã và đang tích cực phối hợp cùng cấp ủy, chính quyền địa phương tuyên truyền, vận động Nhân dân tham gia quản lý địa bàn, góp phần giữ vững an ninh chính trị và trật tự an toàn xã hội trên biên giới.","Dear ladies, gentlemen and fellow citizens! Promoting the role of the People's Army force in participating in the work of disseminating and educating the law; mobilizing the people to comply with the law at the grassroots level. The Gia Lai Border Guard force has been and is actively coordinating with local party committees and authorities to propagate and mobilize the people to participate in managing the area, contributing to maintaining political security and social order and safety on the border.",5e7fa98aafcce25d9eff2fe5e5b5de498c44f94d,train,pseudo_label,27.232
a23349fe5682090eca4118be716e7fcf41367335,0P-CqW9N8YY_9,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0046.parquet,781,0P-CqW9N8YY_9.flac,True,29.25,yt_49,yt_49,0p-cqw9n8yy,recording:0p-cqw9n8yy,record_id_prefix,medium,rim oh roi băt lô bô jrŭ lâm pơm jang ư cơ sĩ thoi ay mã adrim oh uy rim pơngay roi tơ bô gươt căl tơ lâm lớp trương păng tơ ring gah tơ dòng thoi kơ yăk ŭnh om rui tôn teh băl lâm nam trương oh to ho nơ̆ng dang ay câu lạc bộ pơlŭ pơlôm lơ oh mê vă pơm kiơ păng rim sơ năm tay tơ goat pơngay nau vă rim oh đây băt lô roi tơ bô tơ dòng pơm jang đừng gương tih roi năr roi lưng lo để các em,"Các em ngày càng có ý thức hơn trong việc chấp hành, không chỉ thế mà mỗi một em còn là những tuyên truyền viên tích cực ngay trên địa bàn trường và địa phương về vấn đề như bạo lực học đường, xâm hại tình dục... Hiện nay CLB thu hút rất nhiều em yêu thích tham gia và hàng năm đều kết nạp thành viên mới để cho các em có kiến thức được phổ biến thông tin từ phía nhà trường ngày càng tốt hơn.","The children are increasingly more conscious in compliance, not only that, but each child is also an active propagandist right in the school area and locality about issues such as school violence, sexual abuse... Currently, the club attracts many children who love to participate and every year admits new members so that they have knowledge to disseminate information from the school better and better.",d49985e82520129f7223dff3912ff97904f8467e,train,pseudo_label,29.248
17d9f2ece199d72bd94a22a55dcf6edd94371605,12_-_[TIẾNG_BA_NA]_NUÔI_DƯỠNG_MẠCH_NGUỒN_CỒNG_CHIÊNG_｜_VTV5_22,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0011.parquet,583,12_-_[TIẾNG_BA_NA]_NUÔI_DƯỠNG_MẠCH_NGUỒN_CỒNG_CHIÊNG_｜_VTV5_22.flac,True,25.149999618530273,yt_55,yt_55,12_-_[tiếng_ba_na]_nuôi_dưỡng_mạch_nguồn_cồng_chiêng_｜_vtv5,recording:12_-_[tiếng_ba_na]_nuôi_dưỡng_mạch_nguồn_cồng_chiêng_｜_vtv5,record_id_prefix,medium,bơngay tôn hơgơr đê̆ bus kiak kơ trŏ nhip ching chêng đê̆ băt luh yăk tơbŏng đê̆ pơtho kiak kơ sau trŏ kăn wă tôn sơgơr thoi lê̆ yăk yah thoi kơ rim khul ching chêng păng đê tôn sơgơr pran kơtang đê kơ chit may oh kơdŏng đê kơ chit păng rơmuăn lưng păng bay suang kiak kơ rim đê bus trŏ kơ chơ gĭt găl pơm tơm,"Bà đang dạy lại cho cháu gái để đánh được trống như bà. Nếu như những đội chiêng nam ngồi đánh với thanh âm mạnh mẽ, dứt khoát, thì đội chiêng nữ tạo ấn tượng bởi cách đánh mềm mại, uyển chuyển, cùng điệu xoang đi ngược chiều kim đồng hồ, với ý nghĩa trở về nguồn cội.","She is teaching her granddaughter to play the drum like her. If the male gong teams sit and play with strong, decisive sounds, the female gong team creates an impression with a soft, flexible way of playing, along with the xoang dance moving counter-clockwise, with the meaning of returning to the roots.",3db290ae59cd387015b6bcfa57d90d46e6822986,train,pseudo_label,25.152
6441b65bad19823e327017db88ae7b366fc8b313,14_-_[TIẾNG_BA_NA]_SỨC_SỐNG_MỚI_TRÊN_HỒ_BA_BỂ_｜_VTV5_19,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0011.parquet,647,14_-_[TIẾNG_BA_NA]_SỨC_SỐNG_MỚI_TRÊN_HỒ_BA_BỂ_｜_VTV5_19.flac,True,13.149999618530272,yt_55,yt_55,14_-_[tiếng_ba_na]_sức_sống_mới_trên_hồ_ba_bể_｜_vtv5,recording:14_-_[tiếng_ba_na]_sức_sống_mới_trên_hồ_ba_bể_｜_vtv5,record_id_prefix,medium,bênh jây để kơ jơt văn hoa nhưng păng ngay tay tơ guăt păng lê gĭt găl để bus kia kơ jêp phinh păng ngay mĕ để tăp luy văn hoa để kơ jơt rđas păng lưng jrâu hơi toy kia kơ,"Bánh giầy, một biểu tượng văn hóa của người Tày, gắn liền với nghi lễ giải hạn, tượng trưng cho Mặt Trăng và người mẹ. Sự biến đổi văn hóa diễn ra khi người ta nhận ra bánh giầy sẽ ngon hơn khi trộn với nước ngải cứu, tạo nên bánh giầy lá ngải, một sự cải biến ẩm thực thú vị.","Giay cake, a cultural symbol of the Tay people, is associated with the ritual of dispelling bad luck, symbolizing the Moon and the mother. Cultural transformation takes place when people realize that giay cake will be more delicious when mixed with mugwort water, creating mugwort giay cake, an interesting culinary modification.",eeef072287325a5c9b04d6e4541b2e3ba497c57f,train,pseudo_label,13.152
bad910b62677517125eaee4896e552f70ef91dfe,18a6zGdg1qs_1,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0024.parquet,1881,18a6zGdg1qs_1.flac,True,29.469999313354492,yt_53,yt_53,18a6zgdg1qs,recording:18a6zgdg1qs,record_id_prefix,medium,mă kơ loi bơ̆r ơ pung tỉnh biên păng ơ pung trê-tôn để ăn năn thuat luốt bảy nuôi lui đây pôm gah tơ mam sa ư-ang păng lơ gơ bơng ngay lâm păng ngay cơ tê đáng bật rút gah tơ drong nâu lui đây crao pơ con pơ lê păng để bơl hơn toy păng mc quynh chi pơ nhiên lang gah tơ drong lưng liêm đương long thuat luốt tư quát hơn toy păng pơ chinh gah tơ drong pôm chang ở tóc tơ yung păng ăn năn tơ mam bơ̆r tơ ring bơng ngay khơ mệ tơ âu,"Đặc biệt ở huyện Tịnh Biên và huyện Tri Tôn, thương hiệu thốt nốt Bảy Núi đã là sản phẩm nổi tiếng được nhiều người trong và ngoài nước biết đến. Mời quý vị và các bạn cùng đồng hành với MC Quỳnh Chi để tìm hiểu những câu chuyện độc đáo về cây thốt nốt, gắn liền với việc khởi nghiệp và phát triển thương hiệu quê hương của người Khmer.","Especially in Tinh Bien district and Tri Ton district, the Bay Nui palm sugar brand has been a famous product known by many people at home and abroad. I invite you to accompany MC Quynh Chi to learn about unique stories about the palm tree, associated with the startup and development of the Khmer people's hometown brand.",9451bd8f16e4403e54948a80aa9ebc0c29f16823,train,pseudo_label,29.472
f256d1eec73c71c72854fdf02cce5a4b55c0c68b,1CO_01_003,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0000.parquet,2,1CO_01_003.flac,True,8.380000114440918,KT_0,KT_0,1co_01,recording:1co_01,record_id_prefix,medium,Nhôn apinh 'Bă tơm bơ̆n 'Bok Kei-Dei hăm Kră Yang bơ̆n Yêsu Krist wei-lăng iĕm tôm tơdrong wă kơ Sư ăn kơ iĕm hiôk-hian ling-lang.,"Cầu xin Đức Chúa Trời, Cha chúng ta và Chúa Cứu Thế Giê-xu ban cho anh chị em ơn phước và bình an.",May God our Father and the Lord Jesus Christ grant you grace and peace.,4272354715c399c3e594fc206bd8a675b99533a2,train,pseudo_label,8.3836875
312863ad23dfc1d179c97218a2e7e21126d2d782,1CO_02_007,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0000.parquet,37,1CO_02_007.flac,True,17.690000534057617,KT_0,KT_0,1co_02,recording:1co_02,record_id_prefix,medium,"Nhôn bơtho tơdrong 'Bok Kei-Dei, tơdrong mă Sư ưh tam mă tơbăt ăn kơ kon bơngai kơtơ̆ng, tơdrong 'noh đơ̆ng blŭng-a 'Bok Kei-Dei ưh tam mă pơjing plĕnh păng teh sơ̆ na Sư pơkă khan wă tơbăt ăn kơ lu bơngai lui bơ̆n băt tơdrong 'noh wă kơ bơ̆n chơt hiôk.","Chúng tôi giảng triết của Đức Chúa Trời, là huyền nhiệm trước kia không ai biết, nhưng từ nghìn xưa Đức Chúa Trời đã dành sẵn để đem lại cho chúng ta vinh quang muôn đời.","We proclaim God’s hidden wisdom, which He predestined before the ages for our glory.",e011be91a026d52b6dcc1e611dcc72f11f868c49,train,pseudo_label,17.687625
122c4294c2ab5757600a6aa4fea82feea1970977,1CO_03_001,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0000.parquet,46,1CO_03_001.flac,True,18.700000762939453,KT_0,KT_0,1co_03,recording:1co_03,record_id_prefix,medium,"Ơ 'nhŏng oh, inh bơtho iĕm sơ̆, ưh kơ thoi inh juăt kơ bơtho lu bơngai mă đei Yang Bơhngol 'Lơ̆ng ôh. Inh bơtho iĕm sơ̆, lu iĕm thoi lĕ lu bơngai kiơ̆ kơ sĕch akar ala teh păng thoi lĕ kon nge, yua kơ iĕm thoi lĕ kơ bơngai mă 'nao lui kơ Yêsu Krist đĕch.","Thưa anh chị em, trước kia tôi không thể nói chuyện với anh chị em như với người thuộc linh, nhưng như người xác thịt, như con đỏ trong Chúa Cứu Thế.","Brothers and sisters, I could not speak to you as spiritual people but as worldly people, as infants in Christ.",aeab31b1ce0f54220703fe7af3139b9c5c001144,train,pseudo_label,18.695
5731e3641f4a6d72dec0d52515b18d5b2b3c55bb,1CO_04_002,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0000.parquet,69,1CO_04_002.flac,True,9.020000457763672,KT_0,KT_0,1co_04,recording:1co_04,record_id_prefix,medium,"Yŏng sư pơjao ăn kơ minh 'nu đam sư chă asong rim 'nu kơ đam sư, na đam mă sư pơjao noh athei kiơ̆ kơ nơ̆r yŏng sư pơkă.",Đức tính thiết yếu của quản gia là trung thành.,The essential quality of a butler is loyalty.,d05a2b9b7f245e11b5edefe00a436d862cfb4ef8,train,pseudo_label,9.0248125
e455ce896cc8f7238dceb2bcf6d2b869837f0de5,1CO_15_039,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0000.parquet,383,1CO_15_039.flac,True,13.09000015258789,KT_0,KT_0,1co_15,recording:1co_15,record_id_prefix,medium,"Na akâu kon bơngai, akâu kon sem brem kư̆m phara kiơ̆ kơ khŭl sư mơ̆n; akâu kon bơngai pha, akâu kon sem brem pha, akâu sem păr pha, akâu ka kư̆m pha mơ̆n.","Cũng thế, động vật chia ra nhiều loài, mỗi loài có cơ thể khác nhau: loài người, loài thú, loài chim, loài cá.","Similarly, animals are divided into many species, each with a different body structure: humans, mammals, birds, and fish.",a15ff2284cd913942ce4a8f42853077873c4b5fd,train,pseudo_label,13.093125
5d5284fffb5d84ae528472a53829a4ebb3270bf0,1CO_16_007,train,https://huggingface.co/datasets/cuong06/Bahnar_Vietnamese/resolve/refs%2Fconvert%2Fparquet/default/train/0000.parquet,409,1CO_16_007.flac,True,7.170000076293945,KT_0,KT_0,1co_16,recording:1co_16,record_id_prefix,medium,"'Nâu ưh kơ sĭ inh wă drong ngôi đĕch ôh, inh wă oei hơdai iĕm đunh 'biơ̆ mơ̆n, dah Kră Yang ăn.","Tôi không có ý định chỉ ghé qua thăm anh chị em, nhưng nếu Chúa cho phép, tôi muốn lưu lại khá lâu với anh chị em.","I didn't plan on just dropping by to visit you all, but if God wills it, I'd like to stay with you for quite a while.",59c2abde5f9a3b323c42040d77b7ffab85c1a41f,train,pseudo_label,7.1665625
